Recording Name,Model Name,Score
F1.10.1,F1.128,-49.79714945562719
F1.10.1,F11.128,-3463.843508075998
F1.10.1,F2.128,-688.3760505444793
F1.10.1,F3 .128,-128.66069361610937
F1.10.1,F4.128,-361.6295825873249
F1.10.1,F5.128,-437.10371555452605
F1.10.1,F6.128,-81.19028816339832
F1.10.1,F7.128,-816.934048117761
F1.10.1,F8.128,-78.73577060690997
F1.10.1,F9.128,-2918.174512891395
F1.10.2,F1.128,-49.10247301796367
F1.10.2,F11.128,-3520.07967257867
F1.10.2,F2.128,-657.7725913929027
F1.10.2,F3 .128,-132.50637251396668
F1.10.2,F4.128,-370.72894054038386
F1.10.2,F5.128,-438.12759585416364
F1.10.2,F6.128,-81.83114079935078
F1.10.2,F7.128,-800.4457057747703
F1.10.2,F8.128,-78.83374421833342
F1.10.2,F9.128,-2920.8395258826085
F1.10.3,F1.128,-50.54483634512317
F1.10.3,F11.128,-3248.2047851465427
F1.10.3,F2.128,-724.9806965134125
F1.10.3,F3 .128,-131.58314981620424
F1.10.3,F4.128,-351.51036994954626
F1.10.3,F5.128,-424.5814695176087
F1.10.3,F6.128,-81.51461889466522
F1.10.3,F7.128,-829.9635808208251
F1.10.3,F8.128,-78.16075377442083
F1.10.3,F9.128,-2725.7446030973647
F1.10.4,F1.128,-50.505555009863556
F1.10.4,F11.128,-3214.8229295336255
F1.10.4,F2.128,-695.172631824822
F1.10.4,F3 .128,-128.72915064052108
F1.10.4,F4.128,-332.9159393613984
F1.10.4,F5.128,-396.11041923101465
F1.10.4,F6.128,-81.65671160431462
F1.10.4,F7.128,-817.2980043041996
F1.10.4,F8.128,-79.94077327026847
F1.10.4,F9.128,-2561.233777091687
F1.10.5,F1.128,-49.03266895351584
F1.10.5,F11.128,-3567.824271101459
F1.10.5,F2.128,-643.1161170158634
F1.10.5,F3 .128,-133.1562656936442
F1.10.5,F4.128,-387.74236170276544
F1.10.5,F5.128,-462.63715352070994
F1.10.5,F6.128,-81.90515462018674
F1.10.5,F7.128,-796.1606152409354
F1.10.5,F8.128,-77.46603432149382
F1.10.5,F9.128,-3002.819330485155
F1.10.6,F1.128,-49.662959832014174
F1.10.6,F11.128,-3471.3776623501685
F1.10.6,F2.128,-636.1742277344532
F1.10.6,F3 .128,-130.10118125434445
F1.10.6,F4.128,-357.7559656319291
F1.10.6,F5.128,-415.882270331702
F1.10.6,F6.128,-80.38823803260499
F1.10.6,F7.128,-786.5690443950591
F1.10.6,F8.128,-78.8771113837506
F1.10.6,F9.128,-2885.527649079615
F11.10.1,F1.128,-175.15737071219786
F11.10.1,F11.128,-43.427222124014094
F11.10.1,F2.128,-230.64631918249114
F11.10.1,F3 .128,-144.54355136890737
F11.10.1,F4.128,-834.2259394197215
F11.10.1,F5.128,-1462.266866371745
F11.10.1,F6.128,-87.77174917832866
F11.10.1,F7.128,-252.32657160808745
F11.10.1,F8.128,-95.76365322759995
F11.10.1,F9.128,-127.22194128976084
F11.10.2,F1.128,-166.34748186712795
F11.10.2,F11.128,-42.9765422052349
F11.10.2,F2.128,-229.80587969454228
F11.10.2,F3 .128,-140.89675686243191
F11.10.2,F4.128,-834.1924644292478
F11.10.2,F5.128,-1434.4328921374417
F11.10.2,F6.128,-87.14858839830677
F11.10.2,F7.128,-246.61440550647924
F11.10.2,F8.128,-91.88348539269228
F11.10.2,F9.128,-126.13273762585648
F11.10.3,F1.128,-173.75828612168263
F11.10.3,F11.128,-42.59179944093028
F11.10.3,F2.128,-219.57453425636618
F11.10.3,F3 .128,-143.98884574628536
F11.10.3,F4.128,-817.2959943285464
F11.10.3,F5.128,-1455.3353527702523
F11.10.3,F6.128,-87.24552224465788
F11.10.3,F7.128,-248.60688930782075
F11.10.3,F8.128,-97.67545649101615
F11.10.3,F9.128,-119.59386552226563
F11.10.4,F1.128,-159.0105369459322
F11.10.4,F11.128,-42.57806613993342
F11.10.4,F2.128,-202.18479461550837
F11.10.4,F3 .128,-135.10439544573435
F11.10.4,F4.128,-875.7625997897608
F11.10.4,F5.128,-1515.9809804501188
F11.10.4,F6.128,-84.11349421934638
F11.10.4,F7.128,-221.42610100180295
F11.10.4,F8.128,-87.5654934451874
F11.10.4,F9.128,-121.07172526272002
F11.10.5,F1.128,-159.53743177586975
F11.10.5,F11.128,-42.85427032637156
F11.10.5,F2.128,-215.89350261003688
F11.10.5,F3 .128,-136.5433870999237
F11.10.5,F4.128,-880.9731262984602
F11.10.5,F5.128,-1481.249856633604
F11.10.5,F6.128,-85.95858322613437
F11.10.5,F7.128,-241.39720574178432
F11.10.5,F8.128,-88.14781836103899
F11.10.5,F9.128,-117.9944974335826
F11.10.6,F1.128,-161.09807203143922
F11.10.6,F11.128,-42.81568665603059
F11.10.6,F2.128,-209.54272405527166
F11.10.6,F3 .128,-139.87231100713376
F11.10.6,F4.128,-830.3972465127603
F11.10.6,F5.128,-1442.3472774501863
F11.10.6,F6.128,-85.63968219727028
F11.10.6,F7.128,-229.34447383989692
F11.10.6,F8.128,-91.78521506364142
F11.10.6,F9.128,-118.03697579371301
F2.10.1,F1.128,-111.46941797250129
F2.10.1,F11.128,-395.1034877811079
F2.10.1,F2.128,-43.15855367598844
F2.10.1,F3 .128,-97.66273716558285
F2.10.1,F4.128,-574.8076175518096
F2.10.1,F5.128,-806.8116323075931
F2.10.1,F6.128,-92.60576876190294
F2.10.1,F7.128,-52.172816539641374
F2.10.1,F8.128,-86.7463845713498
F2.10.1,F9.128,-217.74860848626966
F2.10.2,F1.128,-118.03479308539258
F2.10.2,F11.128,-422.951206039721
F2.10.2,F2.128,-42.954933916994214
F2.10.2,F3 .128,-104.70065073651527
F2.10.2,F4.128,-538.1527314429463
F2.10.2,F5.128,-760.7212050623059
F2.10.2,F6.128,-93.1587476109307
F2.10.2,F7.128,-49.38695651740506
F2.10.2,F8.128,-88.45529093116845
F2.10.2,F9.128,-229.30235320109855
F2.10.3,F1.128,-116.44825155761548
F2.10.3,F11.128,-396.0932745950137
F2.10.3,F2.128,-42.77115647576318
F2.10.3,F3 .128,-100.81616553858709
F2.10.3,F4.128,-557.4986530685425
F2.10.3,F5.128,-794.989869216186
F2.10.3,F6.128,-93.40280640391546
F2.10.3,F7.128,-50.854900152573876
F2.10.3,F8.128,-86.61447512550833
F2.10.3,F9.128,-218.9001126550194
F2.10.4,F1.128,-117.26236569660107
F2.10.4,F11.128,-452.6659698330398
F2.10.4,F2.128,-42.03383454845852
F2.10.4,F3 .128,-103.8630178417433
F2.10.4,F4.128,-525.405830432537
F2.10.4,F5.128,-740.6091831571817
F2.10.4,F6.128,-95.68600263900939
F2.10.4,F7.128,-49.58043850370974
F2.10.4,F8.128,-90.05606359020685
F2.10.4,F9.128,-234.11055176601704
F2.10.5,F1.128,-116.43410611578763
F2.10.5,F11.128,-457.9685551998972
F2.10.5,F2.128,-41.67543011516766
F2.10.5,F3 .128,-101.6377574536695
F2.10.5,F4.128,-529.2443092138012
F2.10.5,F5.128,-723.1491417793857
F2.10.5,F6.128,-95.22920700215998
F2.10.5,F7.128,-47.69307679893028
F2.10.5,F8.128,-87.90983074172803
F2.10.5,F9.128,-233.71053748229974
F2.10.6,F1.128,-119.41278722189536
F2.10.6,F11.128,-565.408127509382
F2.10.6,F2.128,-40.45366870439263
F2.10.6,F3 .128,-108.71670271570156
F2.10.6,F4.128,-467.0055261220885
F2.10.6,F5.128,-633.1485680826165
F2.10.6,F6.128,-100.46046977005001
F2.10.6,F7.128,-45.74530888382312
F2.10.6,F8.128,-95.94346834965286
F2.10.6,F9.128,-269.1076600055333
F3.10.1,F1.128,-143.34706566509666
F3.10.1,F11.128,-1939.4498306479625
F3.10.1,F2.128,-426.97152550959595
F3.10.1,F3 .128,-51.40861029903191
F3.10.1,F4.128,-2303.0329934651954
F3.10.1,F5.128,-3456.8103124453996
F3.10.1,F6.128,-87.66000670765226
F3.10.1,F7.128,-380.40408216346003
F3.10.1,F8.128,-75.05955766464936
F3.10.1,F9.128,-1108.87129683559
F3.10.2,F1.128,-143.3285715910321
F3.10.2,F11.128,-1616.7556717859104
F3.10.2,F2.128,-389.85682897432355
F3.10.2,F3 .128,-50.629938321873816
F3.10.2,F4.128,-2143.8674943861183
F3.10.2,F5.128,-3301.268141094397
F3.10.2,F6.128,-89.45859140453449
F3.10.2,F7.128,-353.9021203078496
F3.10.2,F8.128,-77.50954669360085
F3.10.2,F9.128,-1006.9985297990652
F3.10.3,F1.128,-141.77664231899922
F3.10.3,F11.128,-1751.2402912303257
F3.10.3,F2.128,-404.53294893072905
F3.10.3,F3 .128,-51.00321860778018
F3.10.3,F4.128,-2212.6086201952717
F3.10.3,F5.128,-3438.4385487016702
F3.10.3,F6.128,-88.59944056878409
F3.10.3,F7.128,-372.3338656879886
F3.10.3,F8.128,-77.72820728450131
F3.10.3,F9.128,-1030.5202869950406
F3.10.4,F1.128,-146.46704799197292
F3.10.4,F11.128,-1951.3952195692625
F3.10.4,F2.128,-447.35419829002257
F3.10.4,F3 .128,-52.36178806255012
F3.10.4,F4.128,-2306.4436205634847
F3.10.4,F5.128,-3532.715072598327
F3.10.4,F6.128,-89.94162949881675
F3.10.4,F7.128,-382.2512300102438
F3.10.4,F8.128,-75.43395590591838
F3.10.4,F9.128,-1137.155663027867
F3.10.5,F1.128,-139.81432123632433
F3.10.5,F11.128,-1733.9431213472299
F3.10.5,F2.128,-391.62509972208005
F3.10.5,F3 .128,-51.28254559794159
F3.10.5,F4.128,-2079.897448386082
F3.10.5,F5.128,-3206.018601115115
F3.10.5,F6.128,-89.7297782269295
F3.10.5,F7.128,-347.3373078822329
F3.10.5,F8.128,-76.3372078051014
F3.10.5,F9.128,-935.3429912524689
F3.10.6,F1.128,-141.04716971079125
F3.10.6,F11.128,-1746.9474999045144
F3.10.6,F2.128,-427.30600367632456
F3.10.6,F3 .128,-51.830279894619444
F3.10.6,F4.128,-2217.836712063799
F3.10.6,F5.128,-3258.499766326399
F3.10.6,F6.128,-89.49812083228225
F3.10.6,F7.128,-376.6790776024993
F3.10.6,F8.128,-75.78301755426581
F3.10.6,F9.128,-997.3499315617411
F4.10.1,F1.128,-104.0657124003955
F4.10.1,F11.128,-1891.5354167608
F4.10.1,F2.128,-1365.122148428263
F4.10.1,F3 .128,-166.92244443933347
F4.10.1,F4.128,-43.99133609193912
F4.10.1,F5.128,-45.877339209992186
F4.10.1,F6.128,-91.02092374741805
F4.10.1,F7.128,-1229.9104317325716
F4.10.1,F8.128,-77.06309037866554
F4.10.1,F9.128,-1775.768575580752
F4.10.2,F1.128,-102.02596362078347
F4.10.2,F11.128,-1852.5715922820646
F4.10.2,F2.128,-1373.0310883864088
F4.10.2,F3 .128,-165.61419916110287
F4.10.2,F4.128,-44.9686008879059
F4.10.2,F5.128,-46.537875380433086
F4.10.2,F6.128,-90.69306474306406
F4.10.2,F7.128,-1221.3081528677853
F4.10.2,F8.128,-77.43807807171584
F4.10.2,F9.128,-1783.7398661100117
F4.10.3,F1.128,-97.29164265883338
F4.10.3,F11.128,-1834.635671454075
F4.10.3,F2.128,-1330.292128712879
F4.10.3,F3 .128,-162.03086569736445
F4.10.3,F4.128,-44.584471031761936
F4.10.3,F5.128,-45.854172311181685
F4.10.3,F6.128,-88.76741205909035
F4.10.3,F7.128,-1207.1960937889455
F4.10.3,F8.128,-75.34076425044981
F4.10.3,F9.128,-1770.0814391047988
F4.10.4,F1.128,-95.38576594359796
F4.10.4,F11.128,-1810.3210359395791
F4.10.4,F2.128,-1267.8823288283165
F4.10.4,F3 .128,-162.82605158625373
F4.10.4,F4.128,-44.24662882740513
F4.10.4,F5.128,-43.97616816522994
F4.10.4,F6.128,-90.17176451054837
F4.10.4,F7.128,-1154.8808654342524
F4.10.4,F8.128,-74.1815580362164
F4.10.4,F9.128,-1717.4661856972416
F4.10.5,F1.128,-97.80704132166576
F4.10.5,F11.128,-1798.268782342232
F4.10.5,F2.128,-1243.6538391998138
F4.10.5,F3 .128,-161.8957024617055
F4.10.5,F4.128,-43.89883998833328
F4.10.5,F5.128,-43.54326927104326
F4.10.5,F6.128,-92.33769847958752
F4.10.5,F7.128,-1117.955780754255
F4.10.5,F8.128,-74.76846945082136
F4.10.5,F9.128,-1690.1188918656273
F4.10.6,F1.128,-98.31814554413282
F4.10.6,F11.128,-1815.3758028233074
F4.10.6,F2.128,-1287.1157416315843
F4.10.6,F3 .128,-161.67006181007056
F4.10.6,F4.128,-44.053979440070314
F4.10.6,F5.128,-44.80729737640771
F4.10.6,F6.128,-91.16163502837598
F4.10.6,F7.128,-1174.7917245059937
F4.10.6,F8.128,-74.83727277102146
F4.10.6,F9.128,-1729.683912339435
F5.10.1,F1.128,-98.58190837044046
F5.10.1,F11.128,-1878.8500552221662
F5.10.1,F2.128,-1265.7321229923216
F5.10.1,F3 .128,-166.85454391659192
F5.10.1,F4.128,-44.935494155961614
F5.10.1,F5.128,-40.7810007627798
F5.10.1,F6.128,-91.39907202248082
F5.10.1,F7.128,-1174.3261504760978
F5.10.1,F8.128,-74.40060278218988
F5.10.1,F9.128,-1750.1528564129476
F5.10.2,F1.128,-99.07895291634196
F5.10.2,F11.128,-1868.6176082518857
F5.10.2,F2.128,-1247.9711156055355
F5.10.2,F3 .128,-168.8381352021101
F5.10.2,F4.128,-45.73581714104239
F5.10.2,F5.128,-41.32956519616759
F5.10.2,F6.128,-90.67024717869155
F5.10.2,F7.128,-1173.3153465324576
F5.10.2,F8.128,-74.8283381487598
F5.10.2,F9.128,-1774.1001825458943
F5.10.3,F1.128,-98.07765591038113
F5.10.3,F11.128,-1840.1665588170742
F5.10.3,F2.128,-1245.846825434828
F5.10.3,F3 .128,-166.6605761700131
F5.10.3,F4.128,-45.5389170484221
