Recording Name,Model Name,Score
F1.15.1,F1.256,-55.08826317781426
F1.15.1,F11.256,-3235.207817870365
F1.15.1,F2.256,-686.5788848394744
F1.15.1,F3 .256,-149.16765558609941
F1.15.1,F4.256,-347.9276657203536
F1.15.1,F5.256,-402.09887116239673
F1.15.1,F6.256,-90.47372466633584
F1.15.1,F7.256,-809.8232211167051
F1.15.1,F8.256,-84.97086469291382
F1.15.1,F9.256,-2096.882705956348
F1.15.2,F1.256,-55.4443146658133
F1.15.2,F11.256,-3217.7570923963444
F1.15.2,F2.256,-720.4886370759133
F1.15.2,F3 .256,-152.6917953530809
F1.15.2,F4.256,-353.17844881662995
F1.15.2,F5.256,-412.59658806742056
F1.15.2,F6.256,-93.65052435113692
F1.15.2,F7.256,-840.1777551389704
F1.15.2,F8.256,-84.335857007317
F1.15.2,F9.256,-2127.827061826574
F1.15.3,F1.256,-56.03781139555192
F1.15.3,F11.256,-3079.333289799483
F1.15.3,F2.256,-675.6685976033348
F1.15.3,F3 .256,-151.93441778025573
F1.15.3,F4.256,-337.33896959079647
F1.15.3,F5.256,-389.4902445027023
F1.15.3,F6.256,-94.26928774549349
F1.15.3,F7.256,-803.963201123017
F1.15.3,F8.256,-85.46744294173565
F1.15.3,F9.256,-2022.3374452437213
F1.15.4,F1.256,-54.76387452537999
F1.15.4,F11.256,-3417.2020982337135
F1.15.4,F2.256,-671.4512027295624
F1.15.4,F3 .256,-150.07478356442826
F1.15.4,F4.256,-360.90611785219704
F1.15.4,F5.256,-415.7368946972205
F1.15.4,F6.256,-91.00808245665213
F1.15.4,F7.256,-808.7154265232432
F1.15.4,F8.256,-86.33433396916627
F1.15.4,F9.256,-2174.9339850721226
F11.15.1,F1.256,-221.93278765787053
F11.15.1,F11.256,-45.16017353369076
F11.15.1,F2.256,-254.16976353462746
F11.15.1,F3 .256,-185.13708367177003
F11.15.1,F4.256,-1215.3076096157743
F11.15.1,F5.256,-1512.0555185487651
F11.15.1,F6.256,-107.93527134847727
F11.15.1,F7.256,-276.7607365735775
F11.15.1,F8.256,-106.17661030759946
F11.15.1,F9.256,-156.0475247921254
F11.15.2,F1.256,-214.73816832160617
F11.15.2,F11.256,-44.50640451767354
F11.15.2,F2.256,-245.00361492773345
F11.15.2,F3 .256,-177.48314450317594
F11.15.2,F4.256,-1186.2806620540755
F11.15.2,F5.256,-1477.893891233763
F11.15.2,F6.256,-103.04274649192917
F11.15.2,F7.256,-263.25020703260003
F11.15.2,F8.256,-102.30197022249668
F11.15.2,F9.256,-147.94091103956754
F11.15.3,F1.256,-195.6847413832274
F11.15.3,F11.256,-44.30401169154581
F11.15.3,F2.256,-215.47580947106434
F11.15.3,F3 .256,-162.4443419682287
F11.15.3,F4.256,-1263.1162690048795
F11.15.3,F5.256,-1511.9150879239164
F11.15.3,F6.256,-101.37739706173453
F11.15.3,F7.256,-238.95398085002518
F11.15.3,F8.256,-95.40689288360784
F11.15.3,F9.256,-148.67156450919148
F11.15.4,F1.256,-214.0833453568942
F11.15.4,F11.256,-44.65112690662516
F11.15.4,F2.256,-247.86312906032194
F11.15.4,F3 .256,-174.33330825711792
F11.15.4,F4.256,-1189.4085823806834
F11.15.4,F5.256,-1469.9641346906642
F11.15.4,F6.256,-105.19815559320338
F11.15.4,F7.256,-265.8827559179285
F11.15.4,F8.256,-101.54484445854993
F11.15.4,F9.256,-147.19108009920743
F2.15.1,F1.256,-140.32651236711985
F2.15.1,F11.256,-410.0124722283624
F2.15.1,F2.256,-44.74748231004059
F2.15.1,F3 .256,-122.25515540153359
F2.15.1,F4.256,-628.6554257653386
F2.15.1,F5.256,-743.4112777676387
F2.15.1,F6.256,-110.49577441959809
F2.15.1,F7.256,-53.41905397446859
F2.15.1,F8.256,-96.19435442836219
F2.15.1,F9.256,-256.8868967591635
F2.15.2,F1.256,-143.28968901204718
F2.15.2,F11.256,-403.1639423629204
F2.15.2,F2.256,-44.70466493936943
F2.15.2,F3 .256,-124.46371705939731
F2.15.2,F4.256,-620.5378120515938
F2.15.2,F5.256,-739.4415971037796
F2.15.2,F6.256,-110.39767972531726
F2.15.2,F7.256,-53.252079758918065
F2.15.2,F8.256,-95.77997249871716
F2.15.2,F9.256,-267.6812628639138
F2.15.3,F1.256,-145.43848174321087
F2.15.3,F11.256,-455.8335279844428
F2.15.3,F2.256,-42.99730304344838
F2.15.3,F3 .256,-130.18633212976374
F2.15.3,F4.256,-576.2483755589238
F2.15.3,F5.256,-667.0387312405826
F2.15.3,F6.256,-113.89404089194973
F2.15.3,F7.256,-50.71577746959954
F2.15.3,F8.256,-97.22677427943078
F2.15.3,F9.256,-287.98427301106983
F2.15.4,F1.256,-146.56703771633792
F2.15.4,F11.256,-480.20066270103206
F2.15.4,F2.256,-42.65510741552416
F2.15.4,F3 .256,-129.237735079383
F2.15.4,F4.256,-546.2751495912088
F2.15.4,F5.256,-629.68501775358
F2.15.4,F6.256,-117.38001341265941
F2.15.4,F7.256,-48.765485605405104
F2.15.4,F8.256,-98.76691489115514
F2.15.4,F9.256,-296.0964556441211
F3.15.1,F1.256,-165.13921094602412
F3.15.1,F11.256,-1869.6867793054914
F3.15.1,F2.256,-403.85521305442995
F3.15.1,F3 .256,-54.9284815558456
F3.15.1,F4.256,-2613.4669100254364
F3.15.1,F5.256,-3446.0533939723514
F3.15.1,F6.256,-100.55269668627369
F3.15.1,F7.256,-436.28387826082235
F3.15.1,F8.256,-84.198532965955
F3.15.1,F9.256,-1355.7280137925784
F3.15.2,F1.256,-164.2265706396133
F3.15.2,F11.256,-1721.1091123262688
F3.15.2,F2.256,-382.50977763294185
F3.15.2,F3 .256,-54.77572765288567
F3.15.2,F4.256,-2635.138492185982
F3.15.2,F5.256,-3460.9251193443533
F3.15.2,F6.256,-102.83675856311964
F3.15.2,F7.256,-426.9367345775394
F3.15.2,F8.256,-86.40113882376824
F3.15.2,F9.256,-1310.265250235499
F3.15.3,F1.256,-165.09093723043432
F3.15.3,F11.256,-1877.6928513645241
