Recording Name,Model Name,Score
F1.30.1,F1.256,-55.26628892181378
F1.30.1,F11.256,-3226.4824551333545
F1.30.1,F2.256,-703.5337609576939
F1.30.1,F3 .256,-150.92972546959015
F1.30.1,F4.256,-350.5530572684918
F1.30.1,F5.256,-407.3477296149086
F1.30.1,F6.256,-92.06212450873637
F1.30.1,F7.256,-825.0004881278377
F1.30.1,F8.256,-84.65336085011542
F1.30.1,F9.256,-2112.354883891461
F1.30.2,F1.256,-55.40084296046596
F1.30.2,F11.256,-3248.2676940165984
F1.30.2,F2.256,-673.5599001664485
F1.30.2,F3 .256,-151.004600672342
F1.30.2,F4.256,-349.12254372149675
F1.30.2,F5.256,-402.61356959996135
F1.30.2,F6.256,-92.63868510107281
F1.30.2,F7.256,-806.33931382313
F1.30.2,F8.256,-85.90088845545095
F1.30.2,F9.256,-2098.635715157922
F11.30.1,F1.256,-218.33547798973837
F11.30.1,F11.256,-44.83328902568215
F11.30.1,F2.256,-249.5866892311805
F11.30.1,F3 .256,-181.310114087473
F11.30.1,F4.256,-1200.7941358349249
F11.30.1,F5.256,-1494.974704891264
F11.30.1,F6.256,-105.4890089202032
F11.30.1,F7.256,-270.00547180308877
F11.30.1,F8.256,-104.23929026504807
F11.30.1,F9.256,-151.99421791584652
F11.30.2,F1.256,-204.8840433700608
F11.30.2,F11.256,-44.47756929908549
F11.30.2,F2.256,-231.66946926569312
F11.30.2,F3 .256,-168.38882511267335
F11.30.2,F4.256,-1226.2624256927813
F11.30.2,F5.256,-1490.9396113072903
F11.30.2,F6.256,-103.28777632746896
F11.30.2,F7.256,-252.41836838397685
F11.30.2,F8.256,-98.47586867107889
F11.30.2,F9.256,-147.93132230419945
F2.30.1,F1.256,-141.8103662617243
F2.30.1,F11.256,-406.567003432151
F2.30.1,F2.256,-44.72833451629172
F2.30.1,F3 .256,-123.37059014677064
F2.30.1,F4.256,-624.5729365829046
F2.30.1,F5.256,-741.4287697920461
F2.30.1,F6.256,-110.44690469319829
F2.30.1,F7.256,-53.34312014680536
F2.30.1,F8.256,-95.99167874811566
F2.30.1,F9.256,-262.2866716316847
F2.30.2,F1.256,-146.0282998260063
F2.30.2,F11.256,-468.03354655990796
F2.30.2,F2.256,-42.826692062497564
F2.30.2,F3 .256,-129.73027405476765
F2.30.2,F4.256,-561.2662054297152
F2.30.2,F5.256,-648.3127206915516
F2.30.2,F6.256,-115.64201320782982
F2.30.2,F7.256,-49.731385344109384
F2.30.2,F8.256,-98.0070139127192
F2.30.2,F9.256,-292.02708184377417
F3.30.1,F1.256,-164.67416254341913
F3.30.1,F11.256,-1794.9630013996796
F3.30.1,F2.256,-393.1088371051028
F3.30.1,F3 .256,-54.852642558987334
F3.30.1,F4.256,-2623.9357278049074
F3.30.1,F5.256,-3453.0381330683713
F3.30.1,F6.256,-101.68858172097838
F3.30.1,F7.256,-431.50946586445104
F3.30.1,F8.256,-85.29764216222407
F3.30.1,F9.256,-1332.6588555981532
F3.30.2,F1.256,-164.02166993375022
F3.30.2,F11.256,-1799.9212288124127
F3.30.2,F2.256,-418.0370070610764
F3.30.2,F3 .256,-55.995910908448394
F3.30.2,F4.256,-2549.5726881018663
F3.30.2,F5.256,-3321.3587071357083
F3.30.2,F6.256,-102.18947706989302
F3.30.2,F7.256,-438.5676878410131
F3.30.2,F8.256,-84.39177792222074
F3.30.2,F9.256,-1282.4451423549053
F4.30.1,F1.256,-122.49583444646471
F4.30.1,F11.256,-1975.7820232936008
F4.30.1,F2.256,-1191.7845568628506
F4.30.1,F3 .256,-203.4051147538713
F4.30.1,F4.256,-46.197885811579106
F4.30.1,F5.256,-48.35522709249443
F4.30.1,F6.256,-104.64265926175645
F4.30.1,F7.256,-1272.6161354883452
F4.30.1,F8.256,-91.48268214335094
F4.30.1,F9.256,-1345.4463374838147
F4.30.2,F1.256,-119.03950866434616
F4.30.2,F11.256,-1896.3572340154808
F4.30.2,F2.256,-1109.9491216761912
F4.30.2,F3 .256,-197.82483902534622
F4.30.2,F4.256,-45.58076643431127
F4.30.2,F5.256,-46.2222484106969
F4.30.2,F6.256,-105.36994261715351
F4.30.2,F7.256,-1183.6744697898216
F4.30.2,F8.256,-90.63782255960464
