Recording Name,Model Name,Score
F1.3.1,F1.256,-53.82675516745385
F1.3.1,F11.256,-3392.701012979591
F1.3.1,F2.256,-657.9926798234512
F1.3.1,F3 .256,-160.20879892480906
F1.3.1,F4.256,-392.0373633668734
F1.3.1,F5.256,-445.2801234389824
F1.3.1,F6.256,-94.16516812142123
F1.3.1,F7.256,-781.3275334415488
F1.3.1,F8.256,-81.84513737798457
F1.3.1,F9.256,-2235.932161269532
F1.3.10,F1.256,-56.152826668951676
F1.3.10,F11.256,-3290.8629032269473
F1.3.10,F2.256,-692.1599791657135
F1.3.10,F3 .256,-151.34301138953506
F1.3.10,F4.256,-363.7810740181616
F1.3.10,F5.256,-427.13594815313337
F1.3.10,F6.256,-92.38244082474917
F1.3.10,F7.256,-829.8677563829901
F1.3.10,F8.256,-86.59979493778692
F1.3.10,F9.256,-2175.9742851296865
F1.3.11,F1.256,-57.62641261853753
F1.3.11,F11.256,-3087.1404608277735
F1.3.11,F2.256,-638.5851688719299
F1.3.11,F3 .256,-155.87365061997602
F1.3.11,F4.256,-343.21872126633673
F1.3.11,F5.256,-389.76754927182924
F1.3.11,F6.256,-95.03980251527685
F1.3.11,F7.256,-772.5367482985251
F1.3.11,F8.256,-90.17972545336293
F1.3.11,F9.256,-1995.676377650127
F1.3.12,F1.256,-55.65000656049939
F1.3.12,F11.256,-3213.2856273641773
F1.3.12,F2.256,-718.2664137391273
F1.3.12,F3 .256,-151.81041428265937
F1.3.12,F4.256,-336.87937000585265
F1.3.12,F5.256,-397.3260145203343
F1.3.12,F6.256,-91.26722113896135
F1.3.12,F7.256,-843.574290476172
F1.3.12,F8.256,-81.04568634973836
F1.3.12,F9.256,-2036.1036328452578
F1.3.13,F1.256,-55.39034039156162
F1.3.13,F11.256,-3108.838049656162
F1.3.13,F2.256,-672.326723127014
F1.3.13,F3 .256,-145.49154877413707
F1.3.13,F4.256,-342.2589639985479
F1.3.13,F5.256,-407.0570914118747
F1.3.13,F6.256,-96.74394285657019
F1.3.13,F7.256,-801.123212394676
F1.3.13,F8.256,-85.81373264870018
F1.3.13,F9.256,-2014.4958207990617
F1.3.14,F1.256,-57.78198944365245
F1.3.14,F11.256,-2634.3760687163385
F1.3.14,F2.256,-698.6362710824964
F1.3.14,F3 .256,-155.3897608816585
F1.3.14,F4.256,-302.83137751837785
F1.3.14,F5.256,-346.45045790285445
F1.3.14,F6.256,-96.35389849622946
F1.3.14,F7.256,-801.1741463500109
F1.3.14,F8.256,-85.25048428776294
F1.3.14,F9.256,-1870.701824515979
F1.3.15,F1.256,-54.071747606416494
F1.3.15,F11.256,-3340.169397369065
F1.3.15,F2.256,-649.6815515489949
F1.3.15,F3 .256,-150.99877349376126
F1.3.15,F4.256,-363.41565903346634
F1.3.15,F5.256,-410.7245164523226
F1.3.15,F6.256,-91.85589709555542
F1.3.15,F7.256,-798.238499868684
F1.3.15,F8.256,-85.27006979982315
F1.3.15,F9.256,-2190.1628352103176
F1.3.16,F1.256,-52.124809813172824
F1.3.16,F11.256,-3601.8366020169155
F1.3.16,F2.256,-740.6046239456037
F1.3.16,F3 .256,-151.6741611099169
F1.3.16,F4.256,-391.86675966819524
F1.3.16,F5.256,-450.8717472017136
F1.3.16,F6.256,-88.72410012090212
F1.3.16,F7.256,-843.1154593886937
F1.3.16,F8.256,-80.9430937262111
F1.3.16,F9.256,-2364.5156966723853
F1.3.17,F1.256,-56.45083723554222
F1.3.17,F11.256,-3651.9495924727844
F1.3.17,F2.256,-633.5774420827458
F1.3.17,F3 .256,-154.51304700923225
F1.3.17,F4.256,-361.692731189255
F1.3.17,F5.256,-423.0320937430722
F1.3.17,F6.256,-92.63945257714583
F1.3.17,F7.256,-780.0401270108059
F1.3.17,F8.256,-91.27199940176679
F1.3.17,F9.256,-2115.667855314606
F1.3.18,F1.256,-57.388853797719385
F1.3.18,F11.256,-3347.3864396965296
F1.3.18,F2.256,-715.2061227822215
F1.3.18,F3 .256,-143.14329470547756
F1.3.18,F4.256,-335.16549031324485
F1.3.18,F5.256,-389.2142458394104
F1.3.18,F6.256,-91.02643742384933
F1.3.18,F7.256,-846.060717272374
F1.3.18,F8.256,-91.33649629180061
F1.3.18,F9.256,-1997.2969437544546
F1.3.19,F1.256,-53.7054901272947
F1.3.19,F11.256,-3357.2623682410654
F1.3.19,F2.256,-611.853078146463
F1.3.19,F3 .256,-149.148500031844
F1.3.19,F4.256,-374.0356980286132
F1.3.19,F5.256,-417.6925027433998
F1.3.19,F6.256,-90.59513348444072
F1.3.19,F7.256,-785.9725160781535
F1.3.19,F8.256,-82.94175041275106
F1.3.19,F9.256,-2284.1403781318277
F1.3.2,F1.256,-54.594598732963156
F1.3.2,F11.256,-3153.6936717313897
F1.3.2,F2.256,-736.3464599762904
F1.3.2,F3 .256,-149.83948150180356
F1.3.2,F4.256,-322.53774207534894
F1.3.2,F5.256,-363.91457682775894
F1.3.2,F6.256,-88.33681404156725
F1.3.2,F7.256,-863.8285674681555
F1.3.2,F8.256,-86.10966300045506
F1.3.2,F9.256,-2141.2727163560776
F1.3.20,F1.256,-54.2401090324153
F1.3.20,F11.256,-3102.463698187567
F1.3.20,F2.256,-658.0179111275075
F1.3.20,F3 .256,-152.00636304749855
F1.3.20,F4.256,-339.79629751673406
F1.3.20,F5.256,-394.87407012760093
F1.3.20,F6.256,-92.09707475290901
F1.3.20,F7.256,-789.2784378363298
F1.3.20,F8.256,-84.82344215057378
F1.3.20,F9.256,-2110.136096197134
F1.3.3,F1.256,-55.85019844626059
F1.3.3,F11.256,-3334.6343867984915
F1.3.3,F2.256,-754.2687914388989
F1.3.3,F3 .256,-144.02847498576565
F1.3.3,F4.256,-357.65309937237737
F1.3.3,F5.256,-429.9316102820824
F1.3.3,F6.256,-90.97352624256447
F1.3.3,F7.256,-859.5792502050011
F1.3.3,F8.256,-85.10243322696333
F1.3.3,F9.256,-2039.5213798903942
F1.3.4,F1.256,-57.51913967004309
F1.3.4,F11.256,-2833.9053819283936
F1.3.4,F2.256,-651.0428094941948
F1.3.4,F3 .256,-143.28924207641765
F1.3.4,F4.256,-304.71873130598686
F1.3.4,F5.256,-365.2278102906478
F1.3.4,F6.256,-90.45096456806742
F1.3.4,F7.256,-756.7880230375389
F1.3.4,F8.256,-89.20642494102422
F1.3.4,F9.256,-1882.411986844439
F1.3.5,F1.256,-53.58227033951136
F1.3.5,F11.256,-3455.3774770660307
F1.3.5,F2.256,-632.8715374935382
F1.3.5,F3 .256,-148.5482019980008
F1.3.5,F4.256,-362.30963463277294
F1.3.5,F5.256,-405.8043740077997
F1.3.5,F6.256,-88.29164660505047
