Recording Name,Model Name,Score
F1.15.1,F1.1024,-234.81472405967267
F1.15.1,F11.1024,-7205.290603623731
F1.15.1,F2.1024,-955.9808246701683
F1.15.1,F3 .1024,-427.486793696844
F1.15.1,F4.1024,-464.7363768234281
F1.15.1,F5.1024,-608.5531249802136
F1.15.1,F6.1024,-186.38084713637122
F1.15.1,F7.1024,-1037.529800953659
F1.15.1,F8.1024,-241.9138530923093
F1.15.1,F9.1024,-4900.143700139503
F1.15.2,F1.1024,-246.89298091424072
F1.15.2,F11.1024,-7051.225725800008
F1.15.2,F2.1024,-1006.490226644107
F1.15.2,F3 .1024,-451.20725238997113
F1.15.2,F4.1024,-474.1924479109564
F1.15.2,F5.1024,-621.845479385663
F1.15.2,F6.1024,-192.94516979041668
F1.15.2,F7.1024,-1083.0933402024455
F1.15.2,F8.1024,-236.74523615238746
F1.15.2,F9.1024,-4951.435019127301
F1.15.3,F1.1024,-250.40597755120478
F1.15.3,F11.1024,-6971.198952086949
F1.15.3,F2.1024,-966.6868936066413
F1.15.3,F3 .1024,-433.97057653075785
F1.15.3,F4.1024,-447.161912091458
F1.15.3,F5.1024,-579.0689621056956
F1.15.3,F6.1024,-191.73968801684475
F1.15.3,F7.1024,-1039.7908660956364
F1.15.3,F8.1024,-256.8337222587998
F1.15.3,F9.1024,-4638.8906237924975
F1.15.4,F1.1024,-230.36731350127724
F1.15.4,F11.1024,-7441.88886931154
F1.15.4,F2.1024,-914.9857603370519
F1.15.4,F3 .1024,-446.3509261621875
F1.15.4,F4.1024,-479.11785662069934
F1.15.4,F5.1024,-619.9156446569892
F1.15.4,F6.1024,-187.0660172002799
F1.15.4,F7.1024,-1019.4138511728004
F1.15.4,F8.1024,-234.9818654502513
F1.15.4,F9.1024,-5074.9595714511115
F11.15.1,F1.1024,-1230.815514944266
F11.15.1,F11.1024,-68.06813361884137
F11.15.1,F2.1024,-500.0673380127404
F11.15.1,F3 .1024,-669.09777495659
F11.15.1,F4.1024,-1417.3778010752085
F11.15.1,F5.1024,-1598.972420713414
F11.15.1,F6.1024,-396.5047492392406
F11.15.1,F7.1024,-531.969582422874
F11.15.1,F8.1024,-376.9688559675921
F11.15.1,F9.1024,-404.553803668988
F11.15.2,F1.1024,-1212.8514822338234
F11.15.2,F11.1024,-65.05070897279114
F11.15.2,F2.1024,-471.9445113410689
F11.15.2,F3 .1024,-640.0435286278577
F11.15.2,F4.1024,-1390.35919708846
F11.15.2,F5.1024,-1562.2894062800506
F11.15.2,F6.1024,-377.1568272865874
