Recording Name,Model Name,Score
F1.10.1,F1.1024,-236.51131430104525
F1.10.1,F11.1024,-7179.1432803218995
F1.10.1,F2.1024,-984.0579424172493
F1.10.1,F3 .1024,-428.1072096905754
F1.10.1,F4.1024,-472.3659965202408
F1.10.1,F5.1024,-620.7622153246862
F1.10.1,F6.1024,-183.97219205858934
F1.10.1,F7.1024,-1060.3966263267007
F1.10.1,F8.1024,-240.91919352887373
F1.10.1,F9.1024,-4965.221308013389
F1.10.2,F1.1024,-225.3954493041232
F1.10.2,F11.1024,-7381.240172070849
F1.10.2,F2.1024,-932.4824686780084
F1.10.2,F3 .1024,-447.9336288185346
F1.10.2,F4.1024,-475.8860124143807
F1.10.2,F5.1024,-617.4201666013729
F1.10.2,F6.1024,-192.8963933898137
F1.10.2,F7.1024,-1007.644537285251
F1.10.2,F8.1024,-233.13776919163377
F1.10.2,F9.1024,-5094.49498411091
F1.10.3,F1.1024,-260.28236572438703
F1.10.3,F11.1024,-6828.2770371190445
F1.10.3,F2.1024,-1026.9743457349698
F1.10.3,F3 .1024,-442.1057872894457
F1.10.3,F4.1024,-460.2926353527595
F1.10.3,F5.1024,-607.4208306245879
F1.10.3,F6.1024,-192.02969068084295
F1.10.3,F7.1024,-1112.4460517254624
F1.10.3,F8.1024,-243.696874688162
F1.10.3,F9.1024,-4720.612364336394
F1.10.4,F1.1024,-266.0669429080657
F1.10.4,F11.1024,-7041.857671918926
F1.10.4,F2.1024,-985.6964880594293
F1.10.4,F3 .1024,-430.5638351317788
F1.10.4,F4.1024,-437.1188301752765
F1.10.4,F5.1024,-572.4267921095943
F1.10.4,F6.1024,-194.89851950779143
F1.10.4,F7.1024,-1068.3537359608363
F1.10.4,F8.1024,-264.2842231529084
F1.10.4,F9.1024,-4461.657744255521
F1.10.5,F1.1024,-224.15815836945953
F1.10.5,F11.1024,-7265.119139602995
F1.10.5,F2.1024,-925.994506267424
F1.10.5,F3 .1024,-461.47153843812447
F1.10.5,F4.1024,-483.6661466213628
F1.10.5,F5.1024,-621.2810714990428
F1.10.5,F6.1024,-187.39024052759456
F1.10.5,F7.1024,-1011.7756078723894
F1.10.5,F8.1024,-234.11650746314038
F1.10.5,F9.1024,-5188.261885806581
F1.10.6,F1.1024,-230.77128701634587
F1.10.6,F11.1024,-7288.2238882500305
F1.10.6,F2.1024,-910.8876495791001
F1.10.6,F3 .1024,-428.2775652099415
F1.10.6,F4.1024,-468.48445385892774
F1.10.6,F5.1024,-604.5303129434274
F1.10.6,F6.1024,-185.98167381606507
F1.10.6,F7.1024,-1008.8599618388859
F1.10.6,F8.1024,-239.26567400514202
F1.10.6,F9.1024,-4917.294368621936
F11.10.1,F1.1024,-1238.6786705501788
F11.10.1,F11.1024,-68.777023219655
F11.10.1,F2.1024,-492.7667614964993
F11.10.1,F3 .1024,-672.6535668628803
F11.10.1,F4.1024,-1421.6692330556868
F11.10.1,F5.1024,-1575.0536266211648
F11.10.1,F6.1024,-397.1493015889198
F11.10.1,F7.1024,-523.0296032212592
F11.10.1,F8.1024,-374.06612640097137
F11.10.1,F9.1024,-402.7044560625275
F11.10.2,F1.1024,-1157.11790847217
F11.10.2,F11.1024,-65.72911543570518
F11.10.2,F2.1024,-491.26332557678836
F11.10.2,F3 .1024,-614.2155898091452
F11.10.2,F4.1024,-1398.078854068748
F11.10.2,F5.1024,-1603.641756225235
F11.10.2,F6.1024,-373.8781948347909
F11.10.2,F7.1024,-524.5951909760629
F11.10.2,F8.1024,-357.4713931298524
F11.10.2,F9.1024,-393.90781944790103
F11.10.3,F1.1024,-1270.43582747461
F11.10.3,F11.1024,-65.17654237061558
F11.10.3,F2.1024,-474.13363186589334
F11.10.3,F3 .1024,-677.142949804392
F11.10.3,F4.1024,-1391.8495815804436
F11.10.3,F5.1024,-1563.510126141199
F11.10.3,F6.1024,-389.60182062314266
F11.10.3,F7.1024,-506.84863249140903
F11.10.3,F8.1024,-375.2685931831434
F11.10.3,F9.1024,-381.2024533945984
F11.10.4,F1.1024,-1106.827155051945
F11.10.4,F11.1024,-64.25283796726939
F11.10.4,F2.1024,-455.33661687539797
F11.10.4,F3 .1024,-581.348958823619
F11.10.4,F4.1024,-1433.8215291281956
F11.10.4,F5.1024,-1608.7756421615095
F11.10.4,F6.1024,-365.06132697246176
F11.10.4,F7.1024,-453.108513061217
F11.10.4,F8.1024,-332.9945001521243
F11.10.4,F9.1024,-390.4596625635294
F11.10.5,F1.1024,-1089.531349831937
F11.10.5,F11.1024,-65.74266308219532
F11.10.5,F2.1024,-482.7270476241468
F11.10.5,F3 .1024,-590.7362894067519
F11.10.5,F4.1024,-1413.9316570175508
F11.10.5,F5.1024,-1614.0380961534897
F11.10.5,F6.1024,-354.22521697728763
F11.10.5,F7.1024,-501.8620466908722
F11.10.5,F8.1024,-348.1585953537745
F11.10.5,F9.1024,-388.1810648511657
F11.10.6,F1.1024,-1090.9965607335728
F11.10.6,F11.1024,-65.6651232673267
