Recording Name,Model Name,Score
F1.30.1,F1.1024,-240.8538524869567
F1.30.1,F11.1024,-7128.2581647118695
F1.30.1,F2.1024,-981.2355256571377
F1.30.1,F3 .1024,-439.34702304340755
F1.30.1,F4.1024,-469.4644123671922
F1.30.1,F5.1024,-615.1993021829384
F1.30.1,F6.1024,-189.66300846339396
F1.30.1,F7.1024,-1060.3115705780522
F1.30.1,F8.1024,-239.32954462234838
F1.30.1,F9.1024,-4925.789359633402
F1.30.2,F1.1024,-240.386645526241
F1.30.2,F11.1024,-7206.5439106992435
F1.30.2,F2.1024,-940.8363269718466
F1.30.2,F3 .1024,-440.16075134647275
F1.30.2,F4.1024,-463.13988435607865
F1.30.2,F5.1024,-599.4923033813424
F1.30.2,F6.1024,-189.40285260856234
F1.30.2,F7.1024,-1029.6023586342185
F1.30.2,F8.1024,-245.90779385452558
F1.30.2,F9.1024,-4856.9250976218045
F11.30.1,F1.1024,-1221.833498589045
F11.30.1,F11.1024,-66.55942129581625
F11.30.1,F2.1024,-486.0059246769047
F11.30.1,F3 .1024,-654.5706517922239
F11.30.1,F4.1024,-1403.8684990818344
F11.30.1,F5.1024,-1580.630913496732
F11.30.1,F6.1024,-386.830788262914
F11.30.1,F7.1024,-518.0535354793195
F11.30.1,F8.1024,-368.87522447337585
F11.30.1,F9.1024,-392.5814512971774
F11.30.2,F1.1024,-1096.7752205758864
F11.30.2,F11.1024,-65.22988566611085
F11.30.2,F2.1024,-468.51352170684765
F11.30.2,F3 .1024,-602.1150445353883
F11.30.2,F4.1024,-1412.1137879870846
F11.30.2,F5.1024,-1581.110452260268
F11.30.2,F6.1024,-359.2636702899012
F11.30.2,F7.1024,-479.64097754686804
F11.30.2,F8.1024,-349.3855674024246
F11.30.2,F9.1024,-385.6652639315718
F2.30.1,F1.1024,-762.6052826392374
F2.30.1,F11.1024,-820.9877536523333
F2.30.1,F2.1024,-75.88570555815969
F2.30.1,F3 .1024,-279.8880866905706
F2.30.1,F4.1024,-666.7732133650146
F2.30.1,F5.1024,-988.4661952889836
F2.30.1,F6.1024,-308.54435552538695
F2.30.1,F7.1024,-83.31794284313476
F2.30.1,F8.1024,-309.30919388027263
F2.30.1,F9.1024,-449.9334618781407
F2.30.2,F1.1024,-799.7837834454714
F2.30.2,F11.1024,-972.4247762580644
F2.30.2,F2.1024,-66.77211589239035
F2.30.2,F3 .1024,-278.859422777698
F2.30.2,F4.1024,-601.582611548943
F2.30.2,F5.1024,-887.3708191661002
F2.30.2,F6.1024,-330.0497615974799
F2.30.2,F7.1024,-74.3715518450389
F2.30.2,F8.1024,-298.20325302451874
F2.30.2,F9.1024,-455.2778805277972
F3.30.1,F1.1024,-1171.2819013646688
F3.30.1,F11.1024,-3836.366194693129
F3.30.1,F2.1024,-668.787837277082
F3.30.1,F3 .1024,-127.6703255912132
F3.30.1,F4.1024,-2442.9194191358097
F3.30.1,F5.1024,-2926.8218450682866
F3.30.1,F6.1024,-419.0605540841649
F3.30.1,F7.1024,-683.7889062607798
F3.30.1,F8.1024,-281.69632741680863
F3.30.1,F9.1024,-1888.6547739250611
F3.30.2,F1.1024,-1172.8591328806092
F3.30.2,F11.1024,-3842.321724341077
F3.30.2,F2.1024,-712.6813126077267
F3.30.2,F3 .1024,-135.96989182952356
F3.30.2,F4.1024,-2397.9390697640274
F3.30.2,F5.1024,-2955.284955767163
F3.30.2,F6.1024,-417.70972846618224
F3.30.2,F7.1024,-697.3941067780323
F3.30.2,F8.1024,-276.666086107604
F3.30.2,F9.1024,-1784.8780605812365
F4.30.1,F1.1024,-545.3865117467734
F4.30.1,F11.1024,-2934.7132927663856
F4.30.1,F2.1024,-1941.1803713754762
F4.30.1,F3 .1024,-668.6507279837242
F4.30.1,F4.1024,-70.91315452748074
F4.30.1,F5.1024,-96.52559614009382
F4.30.1,F6.1024,-307.35867200059687
F4.30.1,F7.1024,-1960.8936477874315
F4.30.1,F8.1024,-333.3790328730979
F4.30.1,F9.1024,-3464.056112825782
F4.30.2,F1.1024,-515.3363365139803
F4.30.2,F11.1024,-2878.0171607274606
F4.30.2,F2.1024,-1765.1398571204793
F4.30.2,F3 .1024,-647.2508129777456
F4.30.2,F4.1024,-67.46401711064057
F4.30.2,F5.1024,-87.5437884141853
F4.30.2,F6.1024,-300.40930953835556
F4.30.2,F7.1024,-1796.4909092067176
F4.30.2,F8.1024,-319.7033130935649
F4.30.2,F9.1024,-3323.886689928474
F5.30.1,F1.1024,-476.47575426420576
F5.30.1,F11.1024,-2987.4464314559073
F5.30.1,F2.1024,-1702.5656213127363
F5.30.1,F3 .1024,-648.7524149798428
F5.30.1,F4.1024,-68.90793199960633
F5.30.1,F5.1024,-80.34834734972529
F5.30.1,F6.1024,-297.3704969671817
F5.30.1,F7.1024,-1820.4025146151714
F5.30.1,F8.1024,-330.88590272896226
F5.30.1,F9.1024,-3375.997853826272
F5.30.2,F1.1024,-463.73825217329176
F5.30.2,F11.1024,-2909.384813163171
F5.30.2,F2.1024,-1609.6710696370913
F5.30.2,F3 .1024,-642.4335356047203
F5.30.2,F4.1024,-67.31130929254887
F5.30.2,F5.1024,-77.87392905034376
F5.30.2,F6.1024,-292.5252766202135
F5.30.2,F7.1024,-1763.9136631880488
F5.30.2,F8.1024,-316.83187581280635
F5.30.2,F9.1024,-3295.2610199095493
F6.30.1,F1.1024,-1047.217235040972
F6.30.1,F11.1024,-2355.550757595569
F6.30.1,F2.1024,-1563.0878182207184
F6.30.1,F3 .1024,-331.4753856417753
F6.30.1,F4.1024,-699.3988624218047
F6.30.1,F5.1024,-1107.318801028399
F6.30.1,F6.1024,-232.2468630951336
F6.30.1,F7.1024,-1510.6012532433604
F6.30.1,F8.1024,-212.47550183040372
F6.30.1,F9.1024,-1960.4420956798376
F6.30.2,F1.1024,-1038.4272340934683
F6.30.2,F11.1024,-2371.8825937946795
F6.30.2,F2.1024,-1464.3706209354812
F6.30.2,F3 .1024,-335.7334463123365
F6.30.2,F4.1024,-673.2624596697995
F6.30.2,F5.1024,-1040.7100244808148
F6.30.2,F6.1024,-220.5600488585764
F6.30.2,F7.1024,-1405.9787633168307
F6.30.2,F8.1024,-212.87932875555555
F6.30.2,F9.1024,-1831.8670189651912
F7.30.1,F1.1024,-748.5688272146286
F7.30.1,F11.1024,-852.6446487683138
F7.30.1,F2.1024,-97.23256305354606
F7.30.1,F3 .1024,-266.27385171432775
F7.30.1,F4.1024,-722.1983066741984
F7.30.1,F5.1024,-1024.5431245700202
F7.30.1,F6.1024,-300.7458101355157
F7.30.1,F7.1024,-65.39535531450639
F7.30.1,F8.1024,-319.83346435634706
F7.30.1,F9.1024,-415.88039892602575
F7.30.2,F1.1024,-767.5909492841994
F7.30.2,F11.1024,-906.0957545078875
F7.30.2,F2.1024,-100.00581076342475
F7.30.2,F3 .1024,-279.65128222482093
F7.30.2,F4.1024,-698.678043986492
F7.30.2,F5.1024,-995.1789065559408
F7.30.2,F6.1024,-305.70115456252205
F7.30.2,F7.1024,-63.47577580721771
F7.30.2,F8.1024,-329.7460419940553
F7.30.2,F9.1024,-434.76035623039826
F8.30.1,F1.1024,-1317.1794204421149
F8.30.1,F11.1024,-3180.680469109173
F8.30.1,F2.1024,-1126.090433927522
F8.30.1,F3 .1024,-401.33421556173363
F8.30.1,F4.1024,-2196.125415181369
F8.30.1,F5.1024,-2611.694847260867
F8.30.1,F6.1024,-349.4694813070097
F8.30.1,F7.1024,-1027.8877575098923
F8.30.1,F8.1024,-179.78604563828873
F8.30.1,F9.1024,-1324.611074651759
F8.30.2,F1.1024,-1280.1580834927315
F8.30.2,F11.1024,-3364.65768159198
F8.30.2,F2.1024,-1185.642298407037
F8.30.2,F3 .1024,-404.42994212653286
F8.30.2,F4.1024,-2067.4369739821354
F8.30.2,F5.1024,-2483.1426090048108
F8.30.2,F6.1024,-336.5926557596219
F8.30.2,F7.1024,-1076.932822660637
F8.30.2,F8.1024,-172.0291363586286
F8.30.2,F9.1024,-1338.7561858214685
F9.30.1,F1.1024,-673.8347913646365
F9.30.1,F11.1024,-382.37759967141295
F9.30.1,F2.1024,-299.28988657025246
F9.30.1,F3 .1024,-344.30354514222233
F9.30.1,F4.1024,-846.8177306783042
F9.30.1,F5.1024,-936.1559570360529
F9.30.1,F6.1024,-215.40694145567954
F9.30.1,F7.1024,-311.34063851442494
F9.30.1,F8.1024,-246.6982787918085
F9.30.1,F9.1024,-81.4095906903719
F9.30.2,F1.1024,-617.3810691482252
F9.30.2,F11.1024,-395.1436425117364
F9.30.2,F2.1024,-285.8100648188297
F9.30.2,F3 .1024,-290.2769927555669
F9.30.2,F4.1024,-790.8030331953411
F9.30.2,F5.1024,-932.2892615766477
F9.30.2,F6.1024,-209.82941429158288
F9.30.2,F7.1024,-293.84308051690385
