Recording Name,Model Name,Score
F1.3.1,F1.1024,-195.9126810844823
F1.3.1,F11.1024,-7063.199702275402
F1.3.1,F2.1024,-893.0836974921614
F1.3.1,F3 .1024,-448.7675787707932
F1.3.1,F4.1024,-496.23531292451815
F1.3.1,F5.1024,-671.4551548254756
F1.3.1,F6.1024,-190.22997635202282
F1.3.1,F7.1024,-963.5399159618951
F1.3.1,F8.1024,-227.3142779699541
F1.3.1,F9.1024,-5401.17899764951
F1.3.10,F1.1024,-235.86510871970026
F1.3.10,F11.1024,-7140.278891306022
F1.3.10,F2.1024,-925.8357476783495
F1.3.10,F3 .1024,-438.5234972329381
F1.3.10,F4.1024,-485.6593656115766
F1.3.10,F5.1024,-640.8443649585272
F1.3.10,F6.1024,-180.9312565997714
F1.3.10,F7.1024,-1038.8685380734744
F1.3.10,F8.1024,-239.50725178935195
F1.3.10,F9.1024,-5112.774370885594
F1.3.11,F1.1024,-268.2509909723358
F1.3.11,F11.1024,-7546.213579826193
F1.3.11,F2.1024,-937.4407335971715
F1.3.11,F3 .1024,-424.9251333693477
F1.3.11,F4.1024,-458.36874704758367
F1.3.11,F5.1024,-597.2819921643055
F1.3.11,F6.1024,-203.20336630040975
F1.3.11,F7.1024,-1036.4179293895286
F1.3.11,F8.1024,-288.351316062474
F1.3.11,F9.1024,-4401.009320095394
F1.3.12,F1.1024,-254.75461131401033
F1.3.12,F11.1024,-7427.698199031458
F1.3.12,F2.1024,-1023.3533781806395
F1.3.12,F3 .1024,-421.8788209328177
F1.3.12,F4.1024,-447.58992511962435
F1.3.12,F5.1024,-588.2570059444047
F1.3.12,F6.1024,-182.0327621709038
F1.3.12,F7.1024,-1103.1450903071834
F1.3.12,F8.1024,-253.37455253512684
F1.3.12,F9.1024,-4724.635353817996
F1.3.13,F1.1024,-250.0182302250584
F1.3.13,F11.1024,-7093.882691041725
F1.3.13,F2.1024,-921.7877723419826
F1.3.13,F3 .1024,-445.28957769875126
F1.3.13,F4.1024,-443.303480497908
F1.3.13,F5.1024,-581.2870252803582
F1.3.13,F6.1024,-193.90609890502807
F1.3.13,F7.1024,-1033.269707982418
F1.3.13,F8.1024,-260.2392215454655
F1.3.13,F9.1024,-4638.432759458989
F1.3.14,F1.1024,-291.34797452365416
F1.3.14,F11.1024,-5924.616862679632
F1.3.14,F2.1024,-1051.285938673873
F1.3.14,F3 .1024,-423.10296545382437
F1.3.14,F4.1024,-421.73626725241843
F1.3.14,F5.1024,-543.2748372739394
F1.3.14,F6.1024,-190.1448351005628
F1.3.14,F7.1024,-1085.7697527394653
F1.3.14,F8.1024,-262.0641180207187
F1.3.14,F9.1024,-4136.285525908103
F1.3.15,F1.1024,-194.01984597483096
F1.3.15,F11.1024,-6884.964862637691
F1.3.15,F2.1024,-904.0943317054292
F1.3.15,F3 .1024,-452.8627452711667
F1.3.15,F4.1024,-467.1478742249791
F1.3.15,F5.1024,-590.4906605610365
F1.3.15,F6.1024,-190.74139519503652
F1.3.15,F7.1024,-947.6543643994312
F1.3.15,F8.1024,-224.99296994147082
F1.3.15,F9.1024,-5265.678576096934
F1.3.16,F1.1024,-175.7295956499856
F1.3.16,F11.1024,-6717.807268753894
F1.3.16,F2.1024,-946.9833498946668
F1.3.16,F3 .1024,-478.6709185605851
F1.3.16,F4.1024,-501.50053268186446
F1.3.16,F5.1024,-671.1311719044614
F1.3.16,F6.1024,-185.29990173208174
F1.3.16,F7.1024,-1013.0297959596609
F1.3.16,F8.1024,-189.23553101456815
F1.3.16,F9.1024,-5943.352018383678
F1.3.17,F1.1024,-258.62462312073
F1.3.17,F11.1024,-8431.057604736832
F1.3.17,F2.1024,-881.5635651106758
F1.3.17,F3 .1024,-473.18860009234754
F1.3.17,F4.1024,-483.77618738824214
F1.3.17,F5.1024,-608.1726555136928
F1.3.17,F6.1024,-190.32211811600294
F1.3.17,F7.1024,-1017.2688453403802
F1.3.17,F8.1024,-248.45009090643973
F1.3.17,F9.1024,-4790.644083563883
F1.3.18,F1.1024,-317.8104000242562
F1.3.18,F11.1024,-8651.450528718819
F1.3.18,F2.1024,-1085.3690043141542
F1.3.18,F3 .1024,-412.0264810427245
F1.3.18,F4.1024,-463.4775521948967
F1.3.18,F5.1024,-587.7604241537199
F1.3.18,F6.1024,-187.10324718770377
F1.3.18,F7.1024,-1167.5166748357135
F1.3.18,F8.1024,-288.95913587293524
F1.3.18,F9.1024,-4177.589618499381
F1.3.19,F1.1024,-167.56888622975805
F1.3.19,F11.1024,-6700.77762245266
F1.3.19,F2.1024,-783.3793950171156
F1.3.19,F3 .1024,-444.11729842294386
F1.3.19,F4.1024,-497.65256335058126
F1.3.19,F5.1024,-638.9463173553268
F1.3.19,F6.1024,-182.65679386957095
F1.3.19,F7.1024,-905.4492565879094
F1.3.19,F8.1024,-215.60227412192796
F1.3.19,F9.1024,-5498.329597742334
F1.3.2,F1.1024,-224.66253166428606
F1.3.2,F11.1024,-6748.475958103572
F1.3.2,F2.1024,-1028.0922988220545
F1.3.2,F3 .1024,-412.81401968137914
F1.3.2,F4.1024,-462.5441047217052
F1.3.2,F5.1024,-570.1426061368792
F1.3.2,F6.1024,-169.36767802409656
F1.3.2,F7.1024,-1085.255398225335
F1.3.2,F8.1024,-233.09944862654524
F1.3.2,F9.1024,-5006.405590931885
F1.3.20,F1.1024,-227.26047432213167
F1.3.20,F11.1024,-6536.490306960098
F1.3.20,F2.1024,-881.7124377840539
F1.3.20,F3 .1024,-425.2486845910806
F1.3.20,F4.1024,-446.5475782361146
F1.3.20,F5.1024,-588.3249090437405
F1.3.20,F6.1024,-189.03470611362755
F1.3.20,F7.1024,-986.8194134251482
F1.3.20,F8.1024,-227.02326712132006
F1.3.20,F9.1024,-4971.680763875983
F1.3.3,F1.1024,-284.0953550454257
F1.3.3,F11.1024,-7756.151777302123
F1.3.3,F2.1024,-1059.1443135654206
F1.3.3,F3 .1024,-424.7984059641376
F1.3.3,F4.1024,-467.7636589360937
F1.3.3,F5.1024,-633.998480921438
F1.3.3,F6.1024,-186.9143031611758
F1.3.3,F7.1024,-1174.0608097972074
F1.3.3,F8.1024,-252.26194275935833
F1.3.3,F9.1024,-4608.142846141242
F1.3.4,F1.1024,-278.66948137986185
F1.3.4,F11.1024,-6720.333707121273
F1.3.4,F2.1024,-954.4642283615015
F1.3.4,F3 .1024,-411.022972556557
F1.3.4,F4.1024,-425.93565836680506
F1.3.4,F5.1024,-557.8712073794637
F1.3.4,F6.1024,-205.40433598907708
F1.3.4,F7.1024,-1000.5921659166504
F1.3.4,F8.1024,-276.62838839961324
